date,zipcode,confirmed_cases,confirmed_cases_change,confirmed_cases_change_pct,total_tested,total_tested_change,total_tested_change_pct,pct_population_moe,below_moe_threshold,cases_per_capita,cases_per_1000,confirmed_cases_unknown,confirmed_cases_less_than_20,confirmed_cases_20_to_29,confirmed_cases_30_to_39,confirmed_cases_40_to_49,confirmed_cases_50_to_59,confirmed_cases_60_to_69,confirmed_cases_70_to_79,confirmed_cases_80_or_more,total_tested_unknown,total_tested_less_than_20,total_tested_20_to_29,total_tested_30_to_39,total_tested_40_to_49,total_tested_50_to_59,total_tested_60_to_69,total_tested_70_to_79,total_tested_80_or_more,confirmed_cases_female,confirmed_cases_male,confirmed_cases_unknownleftblank,total_tested_female,total_tested_male,total_tested_unknownleftblank,confirmed_cases_aian,confirmed_cases_asian,confirmed_cases_black,confirmed_cases_hispanic,confirmed_cases_leftblank,confirmed_cases_nhpi,confirmed_cases_other,confirmed_cases_white,total_tested_aian,total_tested_asian,total_tested_black,total_tested_hispanic,total_tested_leftblank,total_tested_nhpi,total_tested_other,total_tested_white
9/30/2020,62702,377,2,0.53,16966,91,0.54,0.03,TRUE,0.01,11.07,0,49,76,63,52,60,44,26,7,0,1442,2525,2598,2115,2782,2741,1535,1223,200,172,0,9876,6504,586,0,0,104,11,47,0,0,209,0,48,1687,156,6834,11,228,8001
9/30/2020,62701,10,0,0,654,3,0.46,0.16,FALSE,,,0,0,7,0,0,0,0,0,0,0,27,164,152,84,84,99,22,22,6,0,0,288,346,20,0,0,6,0,0,0,0,0,0,9,104,0,286,0,23,223
9/30/2020,62695,14,0,0,185,3,1.65,0.3,FALSE,,,0,0,0,0,6,0,0,0,0,0,21,32,16,40,35,18,16,7,9,0,0,109,68,8,0,0,0,0,0,0,0,9,0,0,0,0,85,0,0,93
9/30/2020,62694,53,1,1.92,1441,8,0.56,0.06,TRUE,0.02,17.45,0,0,9,9,7,10,7,0,0,0,190,167,201,156,210,178,135,204,18,13,22,813,375,253,0,0,0,0,43,0,0,10,0,0,0,0,600,0,8,830
9/30/2020,62693,12,1,9.09,673,3,0.45,0.17,FALSE,,,0,0,0,0,0,0,0,0,0,0,93,94,88,100,118,101,57,22,0,7,0,357,297,19,0,0,0,0,0,0,0,10,0,0,0,0,326,0,7,332
9/30/2020,62692,17,0,0,709,5,0.71,0.11,FALSE,,,0,0,0,0,0,0,0,0,0,0,115,85,83,77,138,99,88,24,9,8,0,407,282,20,0,0,0,0,6,0,0,11,0,0,0,0,326,0,0,372
9/30/2020,62691,85,0,0,851,5,0.59,0.1,FALSE,,,0,6,12,0,9,7,8,11,30,0,102,125,90,92,128,137,81,96,52,32,0,509,313,29,0,0,0,0,0,0,0,79,0,0,0,10,287,0,6,546
9/30/2020,62690,31,0,0,3102,20,0.65,0.06,TRUE,0.01,7.77,0,0,8,0,0,0,0,0,0,0,287,546,425,421,462,365,267,328,21,10,0,2051,800,251,0,0,0,0,10,0,0,20,0,0,10,0,621,0,21,2447
9/30/2020,62689,6,0,0,226,0,0,0.27,FALSE,,,0,0,0,0,0,0,0,0,0,0,30,44,29,21,32,36,32,0,6,0,0,139,84,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,128
9/30/2020,62688,7,0,0,245,0,0,0.24,FALSE,,,0,0,0,0,0,0,0,0,0,0,28,23,31,34,52,46,23,8,6,0,0,132,101,12,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,117
9/30/2020,62685,16,0,0,431,13,3.11,0.13,FALSE,,,0,0,0,0,0,0,0,0,0,0,72,38,45,70,93,61,39,13,9,7,0,269,154,8,0,0,0,0,0,0,0,7,0,0,0,0,130,0,16,278
9/30/2020,62684,121,3,2.54,2763,11,0.4,0.07,TRUE,0.02,20.64,0,8,10,12,14,15,6,16,40,0,310,277,315,426,363,296,291,485,78,41,0,1557,1169,37,0,0,0,0,16,0,0,104,0,6,9,10,1116,0,27,1592
9/30/2020,62682,10,0,0,287,1,0.35,0.15,FALSE,,,0,0,0,0,0,0,0,0,0,0,33,46,48,46,32,34,24,24,0,0,0,180,99,8,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,152
9/30/2020,62681,38,0,0,1421,6,0.42,0.04,TRUE,0.01,6.84,0,8,0,10,7,0,0,0,0,0,142,133,184,201,242,248,151,120,20,17,0,663,706,52,0,0,7,0,0,0,0,26,0,0,130,37,445,0,16,793
9/30/2020,62677,32,1,3.23,999,1,0.1,0.13,FALSE,,,0,6,6,0,0,6,7,0,0,0,105,164,136,134,163,164,87,46,20,12,0,539,440,20,0,0,0,0,0,0,0,28,0,0,0,6,456,0,13,523
9/30/2020,62675,74,1,1.37,2377,14,0.59,0.06,TRUE,0.01,12.61,0,11,9,13,9,18,6,0,0,0,264,322,317,286,388,335,292,172,44,30,0,1368,964,45,0,0,0,0,20,0,0,51,0,0,7,16,1011,0,31,1307
9/30/2020,62674,16,0,0,369,2,0.54,0.11,FALSE,,,0,0,0,0,6,0,0,0,0,0,38,39,47,64,53,57,50,21,10,6,0,229,139,0,0,0,0,0,7,0,0,9,0,0,0,0,163,0,0,204
9/30/2020,62671,9,0,0,181,2,1.12,0.2,FALSE,,,0,0,0,0,0,0,0,0,0,0,31,18,17,22,35,35,10,12,0,0,0,93,82,6,0,0,0,0,0,0,0,9,0,0,0,0,109,0,0,69
9/30/2020,62670,47,1,2.17,1162,8,0.69,0.12,FALSE,,,0,8,9,6,9,6,0,0,0,0,149,170,173,192,171,191,82,34,31,15,0,699,447,16,0,0,0,0,7,0,0,39,0,0,8,0,559,6,19,562
9/30/2020,62668,16,0,0,422,3,0.72,0.13,FALSE,,,0,0,0,0,0,0,0,0,0,0,77,58,57,48,68,50,53,11,6,0,0,225,166,31,0,0,0,0,10,0,0,6,0,0,0,0,225,0,0,191
9/30/2020,62666,9,0,0,234,1,0.43,0.21,FALSE,,,0,0,0,0,0,0,0,0,0,0,41,27,45,33,43,26,15,0,6,0,0,120,105,9,0,0,0,0,0,0,0,9,0,0,0,0,124,0,0,107
9/30/2020,62665,9,0,0,433,0,0,0.13,FALSE,,,0,0,0,0,0,0,0,0,0,0,52,104,46,41,80,58,46,6,0,0,0,237,163,33,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,231
9/30/2020,62664,32,0,0,961,15,1.59,0.07,TRUE,0.01,10.45,0,9,0,6,6,0,0,0,0,0,112,142,156,121,137,120,92,81,17,15,0,601,325,35,0,0,0,0,11,0,0,21,0,0,0,0,368,0,9,578
9/30/2020,62661,7,1,16.67,412,2,0.49,0.14,FALSE,,,0,0,0,0,0,0,0,0,0,0,48,49,78,40,75,75,39,8,0,0,0,230,181,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,211
9/30/2020,62656,354,3,0.85,9826,68,0.7,0.01,TRUE,0.02,18.12,0,32,79,79,59,49,32,18,6,0,1278,1575,1345,1147,1341,1309,880,949,185,167,0,6071,3420,335,0,0,81,16,39,0,0,211,0,6,341,91,4732,0,171,4482
9/30/2020,62650,586,1,0.17,10203,46,0.45,0.01,TRUE,0.02,21.91,0,29,97,93,105,119,51,31,61,0,887,1470,1431,1197,1476,1441,1162,1138,183,373,30,5837,3786,580,0,0,84,29,238,0,23,209,0,18,382,96,5135,6,147,4416
9/30/2020,62644,76,4,5.56,1690,34,2.05,0.03,TRUE,0.02,15.37,0,15,11,7,11,9,15,0,0,0,298,205,227,225,248,216,166,105,39,36,0,935,669,86,0,0,0,0,14,0,0,61,0,0,7,8,664,0,16,992
9/30/2020,62643,8,0,0,187,0,0,0.19,FALSE,,,0,0,0,0,0,0,0,0,0,0,23,37,25,18,23,45,12,0,7,0,0,108,70,9,0,0,0,0,0,0,0,7,0,0,0,0,112,0,0,73
9/30/2020,62642,16,0,0,504,2,0.4,0.15,FALSE,,,0,0,0,0,0,0,0,0,0,0,75,63,87,71,81,69,42,16,8,7,0,279,202,23,0,0,0,0,0,0,0,13,0,0,0,0,242,0,0,251
9/30/2020,62640,17,1,6.25,1116,18,1.64,0.07,TRUE,0,4.74,0,0,0,0,0,0,0,0,0,0,135,121,142,123,223,186,128,58,8,8,0,635,462,19,0,0,0,0,11,0,0,6,0,0,0,0,467,0,0,633
9/30/2020,62638,13,0,0,441,1,0.23,0.14,FALSE,,,0,0,0,0,0,0,0,0,0,0,73,77,47,61,77,61,35,10,0,8,0,273,153,15,0,0,0,0,8,0,0,0,0,0,0,6,191,0,0,237
9/30/2020,62635,13,0,0,289,2,0.7,0.17,FALSE,,,0,0,0,0,0,0,0,0,0,0,53,43,42,24,56,36,14,21,6,7,0,169,109,11,0,0,0,0,0,0,0,13,0,0,0,0,167,0,6,115
9/30/2020,62633,7,1,16.67,236,1,0.43,0.21,FALSE,,,0,0,0,0,0,0,0,0,0,0,17,20,28,49,40,49,20,13,0,0,0,154,72,10,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,135
9/30/2020,62630,9,0,0,155,1,0.65,0.37,FALSE,,,0,0,0,0,0,0,0,0,0,0,23,12,12,23,17,36,25,7,7,0,0,89,61,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,89
9/30/2020,62629,172,4,2.38,6895,44,0.64,0.03,TRUE,0.01,12.52,0,31,39,29,26,28,11,0,0,0,1057,1008,1267,1054,948,703,449,409,93,79,0,3999,2852,44,0,0,0,0,53,0,0,115,0,40,139,67,3014,17,125,3491
9/30/2020,62628,8,1,14.29,264,2,0.76,0.16,FALSE,,,0,0,0,0,0,0,0,0,0,0,28,34,55,42,43,29,25,8,0,0,0,168,82,14,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,132
9/30/2020,62627,35,1,2.94,379,1,0.26,0.16,FALSE,,,0,0,0,0,6,6,0,0,0,0,50,45,40,56,64,71,36,17,22,13,0,237,129,13,0,0,0,0,0,0,0,33,0,0,0,0,131,0,0,243
9/30/2020,62626,67,0,0,4748,132,2.86,0.03,TRUE,0.01,8.69,0,15,12,10,13,6,8,0,0,0,523,680,530,517,613,634,402,848,33,32,0,2925,1641,182,0,0,0,0,19,0,0,46,0,6,99,18,1188,0,26,3409
9/30/2020,62625,11,0,0,322,8,2.55,0.28,FALSE,,,0,0,0,0,0,0,0,0,0,0,29,52,41,30,51,78,31,10,8,0,0,197,121,0,0,0,0,0,0,0,0,8,0,0,0,0,143,0,0,176
9/30/2020,62621,16,0,0,421,6,1.45,0.13,FALSE,,,0,0,0,0,0,0,0,0,0,0,36,62,88,60,64,61,35,15,0,7,6,228,142,51,0,0,0,0,14,0,0,0,0,0,0,0,220,0,0,195
9/30/2020,62618,262,5,1.95,2714,17,0.63,0.03,TRUE,0.04,35.41,0,36,64,68,41,31,12,7,0,0,404,502,464,358,361,219,213,192,143,117,0,1563,1063,88,0,0,19,141,15,0,0,83,0,0,102,672,692,0,74,1165
9/30/2020,62617,10,1,11.11,163,4,2.52,0.18,FALSE,,,0,0,0,0,0,0,0,0,0,0,18,26,20,31,15,26,23,0,6,0,0,105,57,0,0,0,0,0,0,0,0,9,0,0,0,0,55,0,0,105
9/30/2020,62615,81,0,0,2810,13,0.46,0.06,TRUE,0.01,14.18,0,7,8,8,6,13,15,9,15,0,233,391,383,369,452,458,227,297,42,29,10,1697,970,143,0,0,0,0,18,0,0,61,0,0,43,14,1364,0,18,1364
9/30/2020,62613,25,0,0,1459,5,0.34,0.09,TRUE,0.01,6.43,0,0,0,0,0,6,0,0,0,0,260,171,266,194,211,201,126,30,15,10,0,852,585,22,0,0,0,0,7,0,0,18,0,0,7,9,645,0,9,788
9/30/2020,62612,19,0,0,594,3,0.51,0.11,FALSE,,,0,0,0,0,0,0,0,0,0,0,48,76,90,89,86,110,69,25,13,6,0,350,236,8,0,0,0,0,0,0,0,16,0,0,0,0,234,0,0,352
9/30/2020,62611,13,0,0,314,3,0.96,0.15,FALSE,,,0,0,0,0,0,0,0,0,0,0,44,41,32,55,31,64,31,16,0,7,0,181,124,9,0,0,0,0,0,0,0,10,0,0,0,8,139,0,6,161
9/30/2020,62573,22,0,0,310,2,0.65,0.16,FALSE,,,0,0,0,0,0,0,0,0,0,0,35,61,42,51,33,43,35,10,8,14,0,184,114,12,0,0,0,0,7,0,0,13,0,0,0,0,168,0,7,133
9/30/2020,62571,19,0,0,319,5,1.59,0.16,FALSE,,,0,0,0,0,0,0,0,0,0,0,47,49,31,41,53,53,35,10,14,0,0,199,115,0,0,0,0,0,0,0,0,17,0,0,0,0,117,0,8,192
9/30/2020,62568,362,4,1.12,5765,44,0.77,0.02,TRUE,0.02,22.93,0,20,43,53,49,55,43,41,58,0,473,710,651,661,796,800,682,990,163,197,0,3495,2207,63,0,0,10,0,237,0,6,106,0,10,31,24,3457,0,121,2120
9/30/2020,62567,6,0,0,254,2,0.79,0.13,FALSE,,,0,0,0,0,0,0,0,0,0,0,29,40,29,25,43,43,28,17,0,0,0,161,91,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,110
9/30/2020,62565,147,1,0.68,3318,3,0.09,0.05,TRUE,0.02,20.93,0,12,23,19,9,22,25,11,26,0,364,437,402,313,430,412,353,603,93,53,0,2113,1155,50,0,0,0,6,17,0,0,122,0,0,0,19,762,0,114,2414
9/30/2020,62563,112,2,1.82,2526,18,0.72,0.05,TRUE,0.02,19.69,0,23,25,13,20,17,7,0,0,0,368,341,323,340,467,356,258,73,60,52,0,1504,1009,13,0,0,0,0,28,0,0,80,0,0,14,15,1243,0,33,1217
9/30/2020,62561,41,1,2.5,2058,16,0.78,0.05,TRUE,0.01,7.66,0,0,6,6,8,10,0,0,0,0,251,364,310,295,377,242,183,36,28,13,0,1235,770,53,0,0,0,0,12,0,0,28,0,0,10,20,907,0,16,1099
9/30/2020,62560,26,0,0,456,9,2.01,0.14,FALSE,,,0,0,0,0,7,7,0,0,0,0,53,72,64,49,74,63,58,22,17,9,0,280,166,10,0,0,0,0,12,0,0,14,0,0,7,0,206,0,0,233
9/30/2020,62558,30,0,0,1261,6,0.48,0.04,TRUE,0.01,8.96,0,6,7,0,0,7,0,0,0,0,180,191,190,162,208,140,142,48,14,16,0,745,510,6,0,0,0,0,7,0,0,23,0,0,0,9,583,0,18,645
9/30/2020,62557,116,0,0,2905,12,0.41,0.04,TRUE,0.02,16.3,0,13,18,20,13,15,11,15,11,0,370,330,354,286,436,403,361,365,67,49,0,1859,1014,32,0,0,0,0,29,0,0,82,0,16,0,7,1007,0,54,1815
9/30/2020,62554,16,1,6.67,321,1,0.31,0.24,FALSE,,,0,0,0,0,0,0,0,0,0,0,54,37,32,41,61,42,44,10,10,6,0,218,100,0,0,0,0,0,0,0,0,11,0,0,0,0,152,0,7,159
9/30/2020,62553,10,0,0,157,0,0,0.32,FALSE,,,0,0,0,0,0,0,0,0,0,0,14,20,11,18,31,34,22,7,8,0,0,86,71,0,0,0,0,0,0,0,0,8,0,0,0,0,61,0,6,90
9/30/2020,62551,12,0,0,179,0,0,0.2,FALSE,,,0,0,0,0,0,0,0,0,0,0,27,26,30,38,21,12,18,7,6,6,0,100,79,0,0,0,0,0,0,0,0,8,0,0,0,6,71,0,0,97
9/30/2020,62550,36,1,2.86,602,3,0.5,0.09,TRUE,0.01,12.96,0,6,0,0,0,8,6,0,0,0,73,99,66,71,104,88,67,34,18,18,0,353,235,14,0,0,0,0,6,0,0,29,0,0,0,0,303,0,12,280
9/30/2020,62549,93,3,3.33,1843,10,0.55,0.05,TRUE,0.01,14.85,0,27,14,8,21,8,0,9,0,0,285,252,204,259,184,183,198,277,49,44,0,1051,761,31,0,0,0,0,13,0,0,76,0,0,17,0,617,0,42,1160
9/30/2020,62548,32,0,0,1035,6,0.58,0.08,TRUE,0.01,12.73,0,0,8,0,0,0,6,0,8,0,132,120,136,143,138,117,109,140,18,14,0,603,343,89,0,0,0,0,0,0,0,28,0,0,0,0,603,0,6,421
9/30/2020,62547,8,0,0,212,2,0.95,0.21,FALSE,,,0,0,0,0,0,0,0,0,0,0,15,27,28,39,37,33,21,12,0,0,0,122,81,9,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,95
9/30/2020,62546,25,0,0,411,1,0.24,0.15,FALSE,,,0,6,6,0,0,0,0,0,0,0,50,65,41,34,70,76,39,36,14,11,0,244,162,0,0,0,0,0,18,0,0,7,0,0,0,0,222,0,0,181
9/30/2020,62545,6,,,431,,,0.15,FALSE,,,0,0,0,0,0,0,0,0,0,0,44,68,52,73,63,79,28,24,0,0,0,244,176,11,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,252
9/30/2020,62544,13,0,0,415,2,0.48,0.09,TRUE,0.01,8.14,0,0,0,0,0,0,0,0,0,0,39,46,55,58,49,94,34,40,7,6,0,231,177,7,0,0,0,0,0,0,0,8,0,0,0,0,176,0,11,225
9/30/2020,62543,8,0,0,115,0,0,0.29,FALSE,,,0,0,0,0,0,0,0,0,0,0,14,15,20,7,24,16,19,0,0,0,0,68,42,0,0,0,0,0,0,0,0,8,0,0,0,0,60,0,0,51
9/30/2020,62540,18,0,0,434,3,0.7,0.1,FALSE,,,0,0,0,0,6,6,0,0,0,0,37,62,61,60,78,65,55,16,7,10,0,253,176,0,0,0,0,0,18,0,0,0,0,0,0,0,245,0,7,179
9/30/2020,62539,8,0,0,384,2,0.52,0.14,FALSE,,,0,0,0,0,0,0,0,0,0,0,50,65,60,40,66,53,34,16,0,0,0,213,165,6,0,0,0,0,0,0,0,0,0,0,0,0,175,0,7,200
9/30/2020,62538,8,0,0,84,0,0,0.27,FALSE,,,0,0,0,0,0,0,0,0,0,0,8,13,8,9,18,13,9,6,0,0,0,54,30,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,31
9/30/2020,62536,7,0,0,338,6,1.81,0.22,FALSE,,,0,0,0,0,0,0,0,0,0,0,54,29,35,34,79,55,47,0,0,0,0,174,160,0,0,0,0,0,0,0,0,6,0,0,0,0,158,0,0,176
9/30/2020,62535,61,0,0,2723,9,0.33,0.08,TRUE,0.02,20.31,0,15,10,6,11,0,7,0,0,0,326,350,254,265,299,161,195,873,36,24,0,1942,729,52,0,0,0,0,24,0,0,32,0,23,15,13,2094,0,56,521
9/30/2020,62534,13,0,0,326,4,1.24,0.17,FALSE,,,0,0,0,0,0,0,0,0,0,0,53,41,46,29,51,48,32,26,0,9,0,194,129,0,0,0,0,0,0,0,0,10,0,0,0,0,108,0,11,207
9/30/2020,62533,10,1,11.11,283,3,1.07,0.2,FALSE,,,0,0,0,0,0,0,0,0,0,0,40,48,24,29,65,47,13,17,0,6,0,178,103,0,0,0,0,0,7,0,0,0,0,0,11,0,111,0,0,156
9/30/2020,62531,6,,,564,,,0.1,FALSE,,,0,0,0,0,0,0,0,0,0,0,60,96,55,95,66,77,85,30,0,0,0,307,255,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,242
9/30/2020,62530,14,0,0,505,2,0.4,0.14,FALSE,,,0,0,0,0,0,0,0,0,0,0,38,76,78,75,92,89,41,16,6,8,0,287,205,13,0,0,0,0,0,0,0,9,0,0,0,0,229,0,7,268
9/30/2020,62526,532,9,1.72,11778,123,1.06,0.02,TRUE,0.02,16.47,0,64,108,86,59,64,54,46,51,0,981,1809,1567,1422,1505,1788,1269,1435,318,202,12,7376,3738,664,0,0,214,19,129,0,7,161,0,22,1111,101,7465,0,157,2917
9/30/2020,62522,214,5,2.39,3739,39,1.05,0.04,TRUE,0.01,14.02,0,45,49,40,27,21,18,10,0,0,529,842,525,492,457,496,280,117,122,92,0,2230,1448,61,0,0,99,0,34,0,6,70,0,11,580,23,1878,11,69,1166
9/30/2020,62521,594,15,2.59,11339,85,0.76,0.02,TRUE,0.02,16.72,0,74,91,91,78,78,57,63,62,6,1201,1710,1609,1409,1540,1381,1152,1331,346,243,0,7166,3945,228,0,6,195,7,90,0,6,289,0,35,1051,63,5818,0,158,4206
9/30/2020,62518,7,0,0,158,0,0,0.32,FALSE,,,0,0,0,0,0,0,0,0,0,0,22,29,7,24,25,26,20,0,0,0,0,93,59,6,0,0,0,0,0,0,0,6,0,0,0,0,85,0,0,73
9/30/2020,62515,9,0,0,502,1,0.2,0.18,FALSE,,,0,0,0,0,0,0,0,0,0,0,54,72,81,50,96,86,38,25,0,0,0,270,180,52,0,0,0,0,0,0,0,0,0,0,30,0,245,0,0,221
9/30/2020,62513,11,1,10,335,2,0.6,0.11,FALSE,,,0,0,0,0,0,7,0,0,0,0,48,37,55,38,67,40,36,14,7,0,0,183,148,0,0,0,0,0,0,0,0,9,0,0,0,0,155,0,0,171
9/30/2020,62512,6,0,0,202,0,0,0.38,FALSE,,,0,0,0,0,0,0,0,0,0,0,23,32,18,37,18,30,36,8,0,0,0,125,73,0,0,0,0,0,0,0,0,6,0,0,0,0,92,0,0,108
9/30/2020,62510,19,0,0,402,3,0.75,0.14,FALSE,,,0,0,0,0,8,0,0,0,0,0,51,49,36,58,67,84,41,16,12,7,0,219,175,8,0,0,0,0,0,0,0,15,0,0,0,0,171,0,9,222
9/30/2020,62501,23,0,0,548,3,0.55,0.12,FALSE,,,0,0,0,0,0,6,0,0,0,0,67,92,57,92,75,75,72,18,17,6,0,314,225,9,0,0,0,0,0,0,0,18,0,0,0,0,232,0,9,304
9/30/2020,62480,10,0,0,165,3,1.85,0.22,FALSE,,,0,0,0,0,0,0,0,0,0,0,17,22,18,29,25,28,14,12,6,0,0,106,59,0,0,0,0,0,0,0,0,10,0,0,0,0,38,0,16,111
9/30/2020,62479,23,0,0,209,1,0.48,0.22,FALSE,,,0,0,7,6,0,0,0,0,0,0,31,22,25,26,46,25,21,13,15,8,0,132,76,0,0,0,0,0,8,0,0,13,0,0,0,0,35,0,30,144
9/30/2020,62476,13,1,8.33,219,1,0.46,0.1,TRUE,0.01,8.18,0,0,0,0,0,0,0,0,0,0,56,31,23,28,29,23,14,15,0,9,0,121,93,0,0,0,0,0,0,0,0,10,0,0,0,0,74,0,0,141
9/30/2020,62474,12,1,9.09,243,1,0.41,0.2,FALSE,,,0,0,0,0,0,0,0,0,0,0,35,31,28,19,37,46,34,13,8,0,0,154,88,0,0,0,0,0,0,0,0,10,0,0,0,0,23,0,0,215
9/30/2020,62473,40,0,0,346,1,0.29,0.14,FALSE,,,0,0,0,8,0,0,8,6,0,0,46,51,43,52,46,66,34,8,20,18,0,217,120,9,0,0,0,0,12,0,0,25,0,0,0,0,99,0,79,166
9/30/2020,62471,160,3,1.91,2686,8,0.3,0.03,TRUE,0.02,15.44,0,23,22,17,24,36,22,8,8,0,271,401,352,368,375,405,242,269,82,77,0,1503,1155,28,0,0,0,0,49,0,16,94,0,0,124,20,885,0,632,1020
9/30/2020,62469,10,0,0,139,2,1.46,0.36,FALSE,,,0,0,0,0,0,0,0,0,0,0,17,31,26,13,15,20,15,0,6,0,0,91,47,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,125
9/30/2020,62468,46,0,0,900,1,0.11,0.09,TRUE,0.02,18.3,0,8,9,7,0,0,7,0,0,0,105,125,147,105,149,150,63,56,25,21,0,554,328,18,0,0,0,0,10,0,0,36,0,0,0,0,83,0,46,765
9/30/2020,62467,146,1,0.69,937,2,0.21,0.11,FALSE,,,0,14,31,23,11,25,21,15,6,0,184,154,108,72,123,134,104,55,81,59,6,523,407,7,0,0,0,0,63,0,20,62,0,0,0,0,168,0,263,505
9/30/2020,62466,28,0,0,815,6,0.74,0.07,TRUE,0.01,6.09,0,0,9,0,0,0,0,0,0,0,112,197,158,121,129,60,30,8,16,12,0,358,438,19,0,0,0,0,7,0,0,17,0,0,208,13,198,0,11,384
9/30/2020,62465,22,2,10,211,0,0,0.2,FALSE,,,0,0,10,0,0,0,0,0,0,0,48,32,12,14,33,27,32,13,15,6,0,130,79,0,0,0,0,0,7,0,0,14,0,0,0,0,23,0,29,159
9/30/2020,62463,36,0,0,382,2,0.53,0.16,FALSE,,,0,7,0,7,0,0,6,7,0,0,76,73,71,19,57,37,37,12,18,17,0,256,120,6,0,0,0,0,7,0,0,28,0,0,0,0,45,0,63,274
9/30/2020,62462,34,1,3.03,234,1,0.43,0.25,FALSE,,,0,0,11,0,0,0,6,0,0,0,20,53,28,30,34,31,19,19,15,19,0,139,95,0,0,0,0,0,11,0,0,22,0,0,0,0,31,0,55,146
9/30/2020,62461,13,0,0,209,2,0.97,0.19,FALSE,,,0,0,0,0,0,0,0,0,0,0,31,17,30,24,26,51,10,20,7,0,0,124,83,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,44,118
9/30/2020,62460,13,0,0,226,1,0.44,0.19,FALSE,,,0,0,6,0,0,0,0,0,0,0,60,18,27,42,38,24,15,0,6,7,0,130,91,0,0,0,0,0,0,0,0,9,0,0,0,0,99,0,0,124
9/30/2020,62458,89,5,5.95,1406,3,0.21,0.1,FALSE,,,0,0,11,6,0,13,18,15,21,0,129,216,166,183,213,180,163,156,55,31,0,1032,351,23,0,0,0,0,60,0,0,29,0,0,0,0,980,0,99,327
9/30/2020,62454,383,3,0.79,2711,16,0.59,0.02,TRUE,0.03,34.54,0,36,62,72,74,81,32,21,0,0,411,366,465,347,392,290,225,213,71,307,0,1387,1283,41,0,0,105,23,53,0,9,192,0,0,232,36,796,0,239,1404
9/30/2020,62452,7,0,0,96,1,1.05,0.42,FALSE,,,0,0,0,0,0,0,0,0,0,0,18,26,7,0,13,12,0,11,0,0,0,54,41,0,0,0,0,0,0,0,0,7,0,0,0,0,15,0,0,79
9/30/2020,62451,12,0,0,355,9,2.6,0.11,FALSE,,,0,0,0,0,0,0,0,0,0,0,43,68,28,54,50,36,47,29,6,6,0,223,125,7,0,0,0,0,0,0,0,9,0,0,0,0,145,0,27,182
9/30/2020,62450,180,3,1.69,5087,51,1.01,0.02,TRUE,0.01,14.72,0,27,26,20,25,17,20,7,38,0,893,648,599,577,599,628,470,672,107,72,0,3246,1825,16,0,0,0,0,13,0,0,160,0,21,45,36,1055,6,68,3856
9/30/2020,62449,40,3,8.11,869,11,1.28,0.09,TRUE,0.01,12.83,0,0,6,0,0,7,8,6,0,0,128,126,99,112,124,91,84,105,19,20,0,598,259,12,0,0,0,0,8,0,0,31,0,0,0,0,236,0,83,540
9/30/2020,62448,154,0,0,1981,6,0.3,0.04,TRUE,0.03,27.67,0,23,20,11,18,13,18,19,32,0,242,230,174,275,262,244,231,322,78,72,0,1236,713,32,0,0,0,0,33,0,0,120,0,0,0,0,392,0,135,1444
9/30/2020,62447,86,0,0,1703,5,0.29,0.06,TRUE,0.02,23.79,0,8,12,12,0,13,0,0,27,0,169,255,151,172,225,169,138,424,45,41,0,1140,525,38,0,0,0,0,20,0,0,61,0,0,0,11,119,0,131,1438
9/30/2020,62445,19,0,0,198,1,0.51,0.2,FALSE,,,0,0,6,0,0,0,0,0,0,0,24,43,32,21,29,22,18,9,12,0,0,117,75,6,0,0,0,0,6,0,0,11,0,0,0,0,41,0,42,114
9/30/2020,62444,14,0,0,118,0,0,0.29,FALSE,,,0,0,0,0,0,0,0,0,0,0,10,23,11,17,7,13,29,8,7,6,0,64,37,17,0,0,0,0,0,0,0,11,0,0,0,0,32,0,13,73
9/30/2020,62443,24,0,0,313,1,0.32,0.15,FALSE,,,0,0,0,0,0,0,0,0,0,0,33,29,30,41,66,46,42,26,9,15,0,188,117,8,0,0,0,0,8,0,0,15,0,0,0,0,62,0,53,195
9/30/2020,62442,29,1,3.57,521,3,0.58,0.12,FALSE,,,0,9,0,8,0,0,0,0,0,0,107,64,76,60,86,79,39,10,22,7,0,358,163,0,0,0,0,0,0,0,0,22,0,0,0,0,193,0,17,307
9/30/2020,62441,63,4,6.78,1867,15,0.81,0.05,TRUE,0.01,9.28,0,13,0,6,12,11,7,0,7,8,219,195,210,194,249,173,201,418,38,25,0,1216,639,12,0,0,0,0,21,0,0,39,0,0,0,0,977,0,39,845
